ID;Strassenname;PLZ;Region
2106;Jakob-Müller-Str. 2;55606;Kirn
2107;Neuer Bahnhof 7;54528;Salmtal
2108;Am Dreieck 1;54497;Morbach
2109;Vollmersbachstr. 75;55743;Idar-Oberstein
2110;Saarstr. 58;54634;Bitburg
2111;Otto-Decker-Str. 5-11;55743;Idar-Oberstein
2112;Kölner Str. 4;54673;Neuerburg
2113;In den Schlimmfuhren 7;54338;Schweich
2114;Wasserschiederstr. 44;55765;Birkenfeld
2115;Verteilerring 1;54292;Trier-Nord
2116;Robert-Schuman-Allee 31;54296;Trier-Kürenz
2117;Hornstr. 23;54294;Trier-West
2118;Gusenburger Str. 1;54411;Hermeskeil
2119;Matthiasstr. 7-9;54290;Trier-St.Matthias
2120;Roscheider Str. 1;54329;Konz
2121;Im Hagen 27;54439;Saarburg
2122;In der Struth 2A;65620;Waldbrunn-Fussingen
2123;Langendernbacherstr. 47A;65599;Dornburg-Frickhofen
2124;Märzwiese 1;63679;Schotten
2125;Am Dehrner Hafen 2;65594;Runkel-Dehrn
2126;Rauner Graben 17;63667;Nidda
2127;Elzer Str. 28;65556;Limburg-Staffel
2128;An der Bornwiese 4;63688;Gedern
2129;Frankfurter Str. 7-9;61231;Bad Nauheim
2130;Industriestr. 32;65549;Limburg
2131;Bahnhofstr. 6;61250;Usingen
2132;Fauerbacher Str. 5;61169;Friedberg
2133;Pfingstweide 26;61169;Friedberg
2134;Am Schwarzen Berg, Flur 2;61197;Florstadt
2135;Rudolf-Diesel-Str. 1/3;61267;Neu-Anspach
2136;Beuerbacher Landstr. 1;65520;Bad Camberg
2137;Düdelsheimer Str. 28A;63654;Büdingen
2138;Cheshamerstr. 2;61381;Friedrichsdorf/ Taunus
2139;Brunhildestr. 75;61389;Schmitten/ Taunus
2140;Friedberger Str. 86;61130;Nidderau-Heldenbergen
2141;Limburger Str. 71;65510;Idstein
2142;Am Lachbach 9;63546;Hammersbach-Langenbergheim
2143;Im Aartal 18A;65326;Aarbergen-Michelbach
2144;Hohemarkstr. 67-69;61440;Oberursel/ Taunus
2145;Am Palmusacker 6;63628;Bad Soden-Salmünster
2146;Uferstr. 10;61137;Schöneck-Kilianstädten
2147;Pfeiffstr. 3;61440;Oberursel/ Taunus
2148;Berner Str. 44-48;60437;Frankfurt/ Main-Eschbach
2149;Main-Kinzig-Str. 32;63607;Wächtersbach
2150;Friedberger Str. 89B;61118;Bad Vilbel
2151;Zur Kalbacher Höhe 6;60438;Frankfurt/ Main-Riedberg
2152;Kalbacher Höhe 6;60439;Frankfurt Riedberg
2153;Alte Frankfurter Str. 15;61118;Bad Vilbel
2154;Keltenstr. 2-6;63486;Bruchköbel
2155;Heddernheimer Landstr. 130;60439;Frankfurt/ Main-Heddernheim
2156;Frankfurter Str. 57;63571;Gelnhausen
2157;Auf dem kleinen Feld 40;65232;Taunusstein-Neuhof
2158;August-Schanz-Str. 60-64;60433;Frankfurt/ Main-Preungesheim
2159;Ringstr. 28;63505;Langenselbold
2160;Platterstr. 11;65527;Niedernhausen
2161;Rudolf-Diesel-Str. 16;65760;Eschborn-Niederhöchstadt
2162;Hauptstr. 130;65817;Eppstein-Vockenhausen
2163;Sulzbacher Str. 29-39;65824;Schwalbach/ Taunus
2164;Dörnigheimer Weg 5A;63477;Maintal-Bischofsheim
2165;Ginnheimer Str. 10;65760;Eschborn
2166;Königsteiner Str. 44;65812;Bad Soden/ Taunus
2167;Königsteiner Straße 44;65818;Bad Soden
2168;Röntgenstr. 16;60388;Frankfurt/ Main-Bergen
2169;Platenstr. 99;60431;Frankfurt/ Main-Ginnheim
2170;Arolser Str. 8;60389;Frankfurt/ Main-Seckbach
2171;Dieselstr. 3;63526;Erlensee
2172;Berliner Str. 3;63477;Maintal-Dörnigheim
2173;Friedberger Landstr. 298;60389;Frankfurt/ Main-Nordend
2174;Kinzigbogen 8;63452;Hanau-Lamboy
2175;Breslauerstr. 1;63452;Hanau-Lamboy
2176;Bahnhofstr. 40A;65307;Bad Schwalbach
2177;Lorscher str. 41;60489;Frankfurt/ Main-Rödelheim
2178;Gottfried-Keller-Str. 13;65232;Taunusstein-Hahn
2179;Hanauer Landstr. 519;60386;Frankfurt/ Main-Fechenheim
2180;Siegener Str. 69;65936;Frankfurt/ Main-Sossenheim
2181;Höchster Str. 1;65835;Liederbach-Alt Niederhofheim
2182;Hinter der Mühle 3;65835;Liederbach/ Taunus
2183;Schlossstr. 41-49;60486;Frankfurt/ Main-Bockenheim
2184;Kurt-Schumacher-Platz 1-7/9;63454;Hanau-Kesselstadt
2185;Gondsrother Str. 3;63579;Freigericht-Somborn
2186;Sossenheimer Weg 67;65929;Frankfurt/ Main-Unterliederbach
2187;Hanauer Landstr. 219;60314;Frankfurt/ Main-Ostend
2188;Hegelstr. 6;63165;Mühlheim/ Main-Dietesheim
2189;Offenbacher Str. 115;63165;Mühlheim/ Main
2190;Oeserstr. 155;65934;Frankfurt/ Main-Nied
2191;Kinzigheimer Weg 130;63450;Hanau
2192;Berliner Str. 206-216;63067;Offenbach/ Main-Kaiserslei
2193;Mainzer Landstr. 377-385;60326;Frankfurt/ Main-Gallus
2194;Offenbacher Landstr. 53;60599;Frankfurt/ Main-Sachsenhausen
2195;Elektronstr. 62;65933;Frankfurt/ Main-Griesheim
2196;Oppenheimer Landstr. 77/79;60596;Frankfurt/ Main-Sachsenhausen
2197;Oppenheimer Landstr. 77+79;60598;Frankfurt-Sachsenhausen
2198;Bieberer Str. 225;63071;Offenbach/ Main
2199;Geleitstr. 51;63456;Hanau-Klein Auheim
2200;Chinonplatz 6-12;65719;Hofheim/ Taunus
2201;Rostocker Str. 5;65191;Wiesbaden-Bierstadt
2202;Goldsteinstr. 155-157;60528;Frankfurt/ Main-Niederrad
2203;Merianstr. 22;63069;Offenbach/ Main-Lauterborn
2204;Rowentastr. 10;63071;Offenbach/ Main
2205;Kapellenstr. 51;65830;Kriftel/ Taunus
2206;Brown-Boveri-Str. 25;63457;Hanau-Groß Auheim
2207;Feldstr. 29;63179;Obertshausen
2208;Im Boden 19;65795;Hattersheim
2209;Brentanostr. 7-8;63755;Alzenau
2210;Hessenstr. 2;65719;Hofheim/ Taunus-Wallau
2211;Stegerwaldstr. 24;65199;Wiesbaden-Dotzheim
2212;Daimlerring 2;65205;Wiesbaden-Nordenstadt
2213;Langer Kornweg 14-16;65451;Kelsterbach
2214;Fasaneriestr. 1;63512;Hainburg
2215;Friedrich-Bergius-Str. 1;65203;Wiesbaden-Biebrich
2216;Alfred-Delp-Str. 46;63110;Rodgau-Hainhausen
2217;Aschaffenburger Str. 54-58;63825;Schöllkrippen
2218;Dieselstr. 15/17;63303;Dreieich-Sprendlingen
2219;Industriegebiet Süd A 11;63755;Alzenau-Hörstein
2220;Aschaffenburger Str. 82;63500;Seligenstadt
2221;An der Helling 3;55252;Mainz-Kastel
2222;Wickerer Str. 33A;65439;Flörsheim
2223;Weinhohle 1;65343;Eltville
2224;Frankfurter Str. 67;65239;Hochheim
2225;Masayaplatz 3;63128;Dietzenbach
2226;Hochheimer Str. 103;55246;Mainz-Kostheim
2227;Industriestr. 8;63303;Dreieich-Dreieichenhain
2228;Am Kupferwerk 18;65462;Ginsheim-Gustavsburg
2229;Hainburger Str. 47;63110;Rodgau-Niederroden
2230;Darmstädter Str. 76;65428;Rüsselsheim
2231;Adam-Opel-Str. 49;65428;Rüsselsheim
2232;Darmstädter Str. 64;63225;Langen
2233;Gerauer Str. 46-48;64546;Mörfelden-Walldorf
2234;Industriestr. 5A;65366;Geisenheim
2235;Industriestr. 2;63768;Hösbach
2236;Odenwaldstr. 71;63322;Rödermark-Roden
2237;Johann-Dahlem-Str. 7;63814;Mainaschaff
2238;Aschaffenburger Str. 10;63773;Goldbach
2239;Europastr. 1;65385;Rüdesheim
2240;Lange Str. 3;63741;Aschaffenburg
2241;Ernsthofstr. 24;63739;Aschaffenburg
2242;Siemensstr. 1;64832;Babenhausen
2243;Industriestr. 27;63811;Stockstadt/ Main
2244;Würzburger Str. 59;63808;Haibach
2245;Odenwaldstr. 2;64521;Groß-Gerau
2246;Raiffeisenstr. 11;63762;Großostheim
2247;Im Rödling 2;64331;Weiterstadt
2248;Frankfurter Str. 57;64807;Dieburg
2249;Jägertorstr. 250;64289;Darmstadt-Kranichstein
2250;Gräfenhäuser Str. 44;64293;Darmstadt
2251;Gräfenhäuserstr. 44;64294;Darmstadt
2252;Bahnhofsstr. 78;63834;Sulzbach am Main
2253;Waldstr. 65;64846;Groß-Zimmern
2254;Feldstr. 9-11;64347;Griesheim
2255;Eschollbrücker Str. 39;64295;Darmstadt
2256;Georg-August-Zinn-Str. 84;64823;Groß-Umstadt
2257;Lise Meitner Str. 6;64650;Riedstadt-Wolfskehlen
2258;Lise-Meitner-Str. 6;64560;Riedstadt-Wolfskehlen
2259;Bahnhofstr. 43;64372;Ober-Ramstadt
2260;An der Flachsröße 2A;64367;Mühltal-Ramstadt
2261;Eberstädter Str. 134;64319;Pfungstadt
2262;Bahnhofstr. 27;63820;Elsenfeld
2263;Im Weidig 24;63785;Obernburg
2264;Bahnhofstr. 80;64401;Groß-Bieberau
2265;Wernher-von-Braun-Str. 2-6;64739;Höchst
2266;Friedrich-Ebert-Str. 64;64342;Seeheim-Jugenheim
2267;Gimbsheimer Str. 21;67577;Alsheim
2268;Gimbsheimer Str. 71;67577;Alsheim
2269;Bensheimer Str. 5;64579;Gernsheim
2270;Presentstr. 22;63939;Wörth
2271;In der Pfarrtanne 10-12;64665;Alsbach-Hähnlein
2272;Darmstädter Str. 160;64625;Bensheim-Auerbach
2273;Wonnegaustr. 6;67574;Osthofen
2274;Schwanheimer Str. 128;64625;Bensheim-Innenstadt
2275;Am Stadtweg 10;63927;Bürgstadt
2276;Carl-Benz-Str. 5;64711;Erbach
2277;Erbacher Str. 45;64658;Fürth
2278;Dr. Otto-Röhm-Str. 3;67547;Worms
2279;Dr.Carl-Sonnenschein-Str. 1;67550;Worms-Herrnsheim
2280;Hitzfeldstr. 4;67292;Kirchheimbolanden
2281;Lilienthalstr. 3;64646;Heppenheim
2282;Weidenweg 2;68642;Bürstadt
2283;Remeyerhofstr. 9;67547;Worms
2284;Alzeyer Str. 23;67549;Worms
2285;Robert-Bosch-Str. 4;67590;Monsheim
2286;Klosterstr. 40;67547;Worms
2287;Krummwiese 1;63916;Amorbach
2288;Gaußstr. 1-3;68623;Lampertheim
2289;Donnersbergstr.;67806;Rockenhausen
2290;Berliner Str. 5/2;69502;Hemsbach
2291;Jahnstr. 10;69509;Mörlenbach
2292;Kaiserslauterer Str. 7;67806;Rockenhausen
2293;Saarbrücker Str. 11;67742;Lauterecken
2294;Am Bockenheimer Weg 4;67590;Monsheim
2295;Obersülzerstr. 19;67269;Grünstadt
2296;Viernheimer Weg 78-80;68307;Mannheim-Sandhofen
2297;Mannheimer Str. 86-88;69469;Weinheim
2298;Lilienthalstr. 301-309;68307;Mannheim-Schönau
2299;Wormser Str. 97;67227;Frankenthal
2300;In den Geldäckern 2;67304;Eisenberg
2301;Heidelberger Str. 42;68519;Viernheim
2302;Edigheimer Str. 137-139;67069;Ludwigshafen-Oppau
2303;Speckweg 55-59;68305;Mannheim-Waldhof
2304;Schraderstr. 42;67227;Frankenthal
2305;Weisenheimer Str. 37;67245;Lambsheim
2306;Koblenzer Str. 23;68309;Mannheim-Käfertal
2307;Schulze-Delitzsch-Str. 4;68542;Heddesheim
2308;Ulmenweg 47-49;68167;Mannheim-Neckarstadt
2309;Dammstr. 1-3;68169;Mannheim-Neckarstadt
2310;Flomersheimer Str. 15;67071;Ludwigshafen-Oggersheim
2311;Industriestr. 10;67063;Ludwigshafen-Friesenheim
2312;Schwetzinger Str. 6;68165;Mannheim-Tattersall
2313;Feudenheimer Str. 61;68549;Ilvesheim
2314;Wallstadter Str. 61;68526;Ladenburg
2315;Bruchwiesenstr. 301;67069;Ludwigshafen
2316;Bruchwiesenstr. 301;67059;Ludwigshafen-West
2317;Schwetzinger Str. 148-152;68165;Mannheim-Schwetzingerstadt
2318;Seckenheimer Landstr. 230;68163;Mannheim-Neuostheim
2319;Werner-von-Siemens-Str. 29;69198;Schriesheim
2320;Rosenhofstr. 54;67677;Enkenbach-Alsenborn
2321;Bruchstr. 10;67098;Bad Dürkheim
2322;Hoheloogstr. 12;67065;Ludwigshafen-Mundenheim
2323;Hoheloogstr. 12;67067;Ludwigshafen
2324;Neckarauer Str. 35/41;68199;Mannheim-Neckarau
2325;Neuer Weg Nord 38;69412;Eberbach
2326;Flößerstr. 2;68535;Edingen-Neckarhausen
2327;Ludwigshafener Str. 52;67112;Mutterstadt
2328;Industriestr. 3;66869;Kusel
2329;Ziegelhütterstr. 67;67731;Otterbach
2330;Fritz-Frey-Str. 21;69121;Heidelberg-Handschuhsheim
2331;Rheinauer Ring 95;68219;Mannheim-Rheinau
2332;Ludwigsplatz 5;67122;Altrip
2333;Riedstr. 1;67125;Dannstadt-Schauernheim
2334;Friedensau 15;67117;Limburgerhof
2335;Bahnhofstr. 54;66629;Freisen
2336;Europastr. 3;67685;Weilerbach
2337;Brückenstr. 47;69120;Heidelberg-Neuenheim
2338;Mennonitenstr. 21;67655;Kaiserslautern
2339;Mennonitenstr. 21;67657;Kaiserslautern
2340;Buschweg Nord 2;67146;Deidesheim
2341;R 1/ 4-6;68161;Mannheim-Innenstadt
2342;Grenzhöferstr. 50;69214;Eppelheim
2343;Augustastr. 60;67655;Kaiserslautern
2344;Schwetzinger Str. 23;68782;Brühl
2345;Vogelwoogstr. 40;67659;Kaiserslautern
2346;Königstr. 119;67655;Kaiserslautern
2347;Borsigstr. 3;68723;Schwetzingen
2348;Waldseer Str. 106;67105;Schifferstadt
2349;Heinrich-Fuchs-Str. 98;69126;Heidelberg-Rohrbach
2350;Hockenheimer Landstr. 4/7;68723;Schwetzingen
2351;Kurt-Schumacher-Str. 1;67663;Kaiserslautern
2352;Heuauer Weg 2;69124;Heidelberg-Kirchheim
2353;Am Schwarzweiher 13;67459;Böhl-Iggelheim
2354;Beerentalstr. 1A;67466;Lambrecht
2355;Hockenheimer Str. 161;68775;Ketsch
2356;Schillerstr. 16;67454;Haßloch
2357;Stralsunder Ring 29;69181;Leimen
2358;Porschestr. 1;69207;Sandhausen
2359;Martin-Luther-Str. 62;67433;Neustadt/ Weinstraße
2360;Kurpfalzstr. 32;69151;Neckargemünd
2361;Torfstr. 7;66849;Landstuhl
2362;Talstr. 14;67433;Neustadt
2363;Talstr. 14;67434;Neustadt/ Weinstraße
2364;Iggelheimer Str. 20;67346;Speyer
2365;Bahnhofstr. 20;66687;Wadern
2366;Franz-Kirrmeier-Str. 24;67346;Speyer
2367;Haßlocher Str. 55;67435;Neustadt/ Weinstraße-Lachen
2368;August-Balthasar-Str. 10;66606;St.Wendel
2369;Grundelbachstr. 20;69469;Speyer
2370;St.Wendeler Str. 13;66636;Tholey
2371;Lußheimer Str. 6;68766;Hockenheim
2372;Else-Krieg-Str. 6;67346;Speyer
2373;Nußlocher Str. 10;69190;Walldorf
2374;Am Kübelberg 1;66901;Schönenberg-Kübelberg
2375;Benzstr. 19;68804;Altlußheim
2376;Bahnhofstr. 21;69168;Wiesloch
2377;Lingenfelder Str. 23;67354;Römerberg-Heiligenstein
2378;Luitpoldstr. 78;67480;Edenkoben
2379;Haagstr. 14A;66679;Losheim
2380;Im Schiff 3;68789;St.Leon-Rot
2381;In den Rotwiesen 2;69242;Mühlhausen
2382;Bruchsaler Str. 20A;68753;Waghäusel-Kirrlach
2383;Hochstr. 6;66450;Bexbach
2384;Schillerstr. 38;66540;Neunkirchen-Wiebelskirchen
2385;Robert-Bosch-Str. 5;66424;Homburg-Erbach
2386;Rathausstr. 112;66571;Eppelborn
2387;In der Schorbach 13;67714;Waldfischbach
2388;Bliesstr. 68;66538;Neunkirchen-Innenstadt
2389;Illinger Str. 128;66557;Illingen
2390;Auf dem Graben 12;66822;Lebach
2391;Zur Keltensiedlung 3;66693;Mettlach-Orscholz
2392;Kreisstr. 2-4;66578;Schiffweiler-Landsweiler
2393;Am Stadtbad 1;66424;Homburg
2394;Westspange 1;66538;Neunkirchen-Innenstadt
2395;Quierschieder Str. 15;66589;Merchweiler
2396;Zweibrücker Str. 15;66976;Rodalben
2397;Lindenstr. 3B;66583;Spiesen-Elversberg
2398;Rieffstr. 7A;66663;Merzig
2399;Am Grubenbahnhof 7;66299;Friedrichsthal
2400;Saarbrücker Str. 1C;66299;Friedrichsthal
2401;Sickingerhöhstr. 4;66482;Zweibrücken-Niederauerbach
2402;Zweibrücker Str. 116;66953;Pirmasens
2403;Am Bahnhof;66265;Heusweiler
2404;Industriestr. 2;66386;St.Ingbert-Rohrbach
2405;Quierschieder Weg 3B;66280;Sulzbach
2406;Werner von Siemensstr. 1;66793;Saarwellingen
2407;In der Dörrwiese 2;66706;Perl
2408;Siemensstr. 2;66763;Dillingen
2409;Etzelweg 219;66482;Zweibrücken-Ixheim
2410;Oststr. 70;66386;St.Ingbert
2411;Arnulfstr. 68;66954;Pirmasens
2412;Florianstr. 12;66440;Blieskastel
2413;Dudweiler Str. 103A;66386;St.Ingbert
2414;Walter-Wagner-Platz 1;66292;Riegelsberg
2415;Sulzbachtalstr. 86-90;66125;Saarbrücken-Dudweiler
2416;Am Kirchenbach 44;66740;Saarlouis-Roden
2417;An der Reichenbach 2C-D;66994;Dahn
2418;Am Burgplatz 16;66346;Püttlingen
2419;Ensdorfer Str. 73-77;66773;Schwalbach
2420;Wallerfanger Str. 59-65;66740;Saarlouis-Beaumarais
2421;Am Torhaus 45;66113;Saarbrücken-Rußhütte
2422;Halbergstr. 3;66121;Saarbrücken-St.Johann
2423;Mainzer Str. 276;66121;Saarbrücken-St.Johann
2424;Im Rotfeld 1;66115;Saarbrücken-Malstatt
2425;Saarbrücker Str. 203;66359;Bous
2426;Püttlinger Straße/ Neptunstr. 104;66333;Völklingen-Mitte
2427;Str. des 13. Januars 213;66333;Völklingen-Luisenthal
2428;Zechenstr. 7;66333;Völklingen-Fürstenhausen
2429;Provinzialstr. 154;66787;Wadgassen-Hostenbach
2430;Am Hammergraben 7;66333;Völklingen-Geislautern
2431;Langwies 4;66802;Überherrn
2432;Deutsch-Französischer-Platz 1;66352;Großrosseln
2433;Elsässer Str. 76;66271;Kleinblittersdorf
2434;Otto-Hahn-Str. 3;74731;Walldürn
2435;F.-X.-Schmerbeck-Str. 1;74722;Buchen
2436;Untere Austr. 34;74740;Adelsheim
2437;Im Oberen Tal 18;74858;Aglasterhausen
2438;Hauptstr. 95;74821;Mosbach
2439;Oberer Herrenweg 2;74821;Mosbach-Diedesheim
2440;Brühlweg 11;74909;Meckesheim
2441;Neidensteiner Str. 30;74915;Waibstadt
2442;Austr. 5;74238;Krautheim
2443;Götzstr. 12;74855;Haßmersheim
2444;Daimlerstr. 10-12;74219;Möckmühl
2445;Heilbronner Str. 37;74831;Gundelsheim
2446;Tullastr. 2;76661;Philippsburg
2447;Steinsbergstr. 5;74889;Sinsheim
2448;Froschwiesenweg 1;74889;Sinsheim
2449;Ludwigsring 1-5;76726;Germersheim
2450;Bruchsaler Str. 42;76669;Bad Schönborn
2451;Raiffeisenstr. 21;74906;Bad Rappenau
2452;Thomas-Howie-Str. 2-8;76684;Östringen
2453;Talweg 25;74254;Offenau
2454;Industriestr. 10;74177;Bad Friedrichshall
2455;Waldstückerring 24;76756;Bellheim
2456;Würzburger Str. 38;74653;Künzelsau
2457;Sigisweiler Str. 1;74575;Schrozberg
2458;Wieslauterstr. 55;76829;Landau
2459;Neckarsulmer Str. 15;74196;Neuenstadt/ Kocher
2460;Ringstr. 1;74575;Schrozberg
2461;Industriestr. 2;76855;Annweiler
2462;Ubstadter Str. 38;76698;Ubstadt-Weiher
2463;Kochendorfer Str. 44;74172;Neckarsulm
2464;Heidelberger Str. 21;76676;Graben-Neudorf
2465;Silcherstr. 4;74172;Neckarsulm-Obereisesheim
2466;Hohenloher Str. 2;74172;Neckarsulm
2467;Stegwiesenstr. 1;76646;Bruchsal
2468;Würzburger Str. 37;74078;Heilbronn-Frankenbach
2469;Haller Str. 77;74613;Öhringen
2470;Im Bild 19;74635;Kupferzell
2471;Karlsruher Str. 82;76351;Linkenheim-Hochstetten
2472;Schwabenstr. 35;74626;Bretzfeld-Schwabbach
2473;Tullastr. 2-8;75031;Eppingen
2474;Eppinger Str. 20;74211;Leingarten
2475;Schnabel-Henning-Str. 30;76646;Bruchsal
2476;Eppinger Str. 47;76703;Kraichtal-Münzesheim
2477;Rauchstr. 4;74076;Heilbronn
2478;Neckarsulmer Str. 24;74076;Heilbronn
2479;Dieselstr. 3;74629;Pfedelbach
2480;August-Häußer-Str. 2;74080;Heilbronn
2481;Heilbronner Str. 63;74189;Weinsberg
2482;Großgartacher Str. 77;74080;Heilbronn-Böckingen
2483;Max-Eyth-Str. 13;74638;Waldenburg
2484;Urbanstr. 30;74072;Heilbronn
2485;Sontheimer Landwehr 2;74081;Heilbronn-Sontheim
2486;Heinrieter Str. 3;74074;Heilbronn
2487;Crailsheimer Str. 11;74585;Rot am See
2488;Brüsseler Ring 3;76344;Eggenstein-Leopoldshafen
2489;Im Weidfeld 18-24;76889;Pleisweiler-Oberhofen
2490;Landturmstr. 10;74226;Nordheim
2491;Willsbacher Str. 31;74182;Obersulm-Affaltrach
2492;Linkenheimer Str. 56;76297;Stutensee-Blankenloch
2493;Klärstr. 2;76870;Kandel
2494;Horkheimer Str. 57;74223;Flein
2495;Flehinger Str. 77;75038;Oberderdingen
2496;Rudolf-Diesel-Str. 6;76356;Weingarten
2497;Austr. 10;74336;Brackenheim
2498;Im Brühl 4;74348;Lauffen
2499;Lerchenweg 1;74199;Untergruppenbach
2500;Emil-Weber-Str. 27;74363;Güglingen
2501;Ottstr. 50;76744;Wörth
2502;Am Sandfeld 1;76149;Karlsruhe-Neureut
2503;Melanchthonstr. 112/1;75015;Bretten
2504;Kühgrunddamm 2;76744;Wörth
2505;Eckartshäuser Str. 59;74532;Ilshofen
2506;Daimlerstr. 1;74360;Ilsfeld
2507;Robert-Mayer-Str. 22;74360;Ilsfeld
2508;An der B35;75438;Knittlingen
2509;Siemensstr. 2;75438;Knittlingen
2510;Neureuter Str. 10;76185;Karlsruhe-Mühlburg
2511;Kreidlerstr. 2;74366;Kirchheim/ Neckar
2512;Robert-Bosch-Str. 1-3;74523;Schwäbisch Hall
2513;Erligheimer Str. 55;74357;Bönnigheim
2514;Steinbeisweg 2;74523;Schwäbisch Hall
2515;Kaiserstr. 217;76133;Karlsruhe
2516;Theodor-Rehbock-Str. 4;76131;Karlsruhe-Oststadt
2517;Am Kreuzstein 1;74523;Schwäbisch Hall-Hessental
2518;Eisenbahnstr. 8;76229;Karlsruhe-Grötzingen
2519;Kriegsstr. 236-240;76135;Karlsruhe-Weststadt
2520;Zeppelinstr. 15;76185;Karlsruhe-Grünwinkel
2521;Rüppurrer str. 104-106;76137;Karlsruhe-Südstadt
2522;Tivoliplatz 1;76137;Karlsruhe-Südstadt
2523;Haller Str. 65;74564;Crailsheim
2524;Karlsruher Str. 101;76287;Rheinstetten
2525;Benzenmühlstr. 12;71723;Großbottwar
2526;Dr.Bareilles-Str. 4;74564;Crailsheim
2527;Steiner Str. 66;75203;Königsbach-Stein
2528;Hauptstr. 93;75196;Remchingen
2529;Industriestr. 19-21;75417;Mühlacker
2530;Hofäckerstr. 3;75428;Illingen
2531;Zehntwiesenstr. 37;76275;Ettlingen
2532;Karlsruher Str. 27;76448;Durmersheim
2533;Lise-Meitner-Str. 1-3;74321;Bietigheim-Bissingen
2534;Gustav-Rau-Str. 3;74321;Bietigheim-Bissingen
2535;Im Langen Feld 20;71711;Murr
2536;Draisstr. 4;76307;Karlsbad-Langensteinbach
2537;Planckstr. 27;71665;Vaihingen/ Enz
2538;Rielingshäuser Str. 37;71672;Marbach
2539;Sulzbacher Str. 174;71522;Backnang
2540;Sägewerkstr. 2;75181;Pforzheim-Eutingen
2541;Kieselbronner Str. 24;75177;Pforzheim-Nordstadt
2542;Fornsbacher Str. 45;71540;Murrhardt
2543;Seestr. 49;74405;Gaildorf
2544;Rastatter Str. 5;75179;Pforzheim-Brötzingen
2545;Hohenzollernstr. 11;75177;Pforzheim-Nordstadt
2546;Gartenstr. 62;71522;Backnang
2547;Arlinger Str. 1;75179;Pforzheim-Arlinger
2548;Sezanner Str. 39;76316;Malsch
2549;Im Erle 1;71679;Asperg
2550;Im Erle 1;71638;Asperg
2551;Weissacher Str. 81-85;71522;Backnang
2552;Reuteallee 23;71634;Ludwigsburg-Nord
2553;Schwieberdinger Str. 51;71696;Möglingen
2554;Steinbeisstr. 6;71636;Ludwigsburg-West
2555;Im Gödelmann 1;71297;Mönsheim
2556;Hindenburgstr. 60;71638;Ludwigsburg-Ost
2557;Ettlinger Str. 1;76437;Rastatt
2558;Daimlerstr. 1-5;75305;Neuenbürg
2559;Im Seelach 51;71701;Schwieberdingen
2560;John-F.-Kennedy-Allee 2;70806;Kornwestheim-Pattonville
2561;John-F.-Kennedy-Allee 34;71686;Pattonville
2562;Leibnizstr. 3;70806;Kornwestheim
2563;Neckarstr. 120;71686;Remseck
2564;Stuttgarter Str. 94;70825;Korntal-Münchingen
2565;Waiblinger Str. 46;71364;Winnenden
2566;Im Siegen 1;76456;Kuppenheim
2567;Im Fuchshau 2;73635;Rudersberg
2568;Adestr. 30;70435;Stuttgart-Zuffenhausen
2569;Haller Str. 73;73479;Ellwangen
2570;Stuttgarter Str. 43;71254;Ditzingen
2571;Ditzinger Str. 79;71229;Leonberg-Höfingen
2572;Mönsheimer Str. 65;71296;Heimsheim
2573;Finkenstr. 11;73642;Welzheim
2574;Berliner Str. 2;76571;Gaggenau
2575;Gerlinger Str. 96;70499;Stuttgart-Hausen
2576;Pforzheimer Str. 338-342;70499;Stuttgart-Weilimdorf
2577;Am Sägewerk 2;75242;Neuhausen
2578;Wilhelm-Drapp-Str. 25;76532;Baden-Baden
2579;Bottroper Str. 8A;70376;Stuttgart-Bad Cannstatt
2580;Devizestr. 9;71332;Waiblingen
2581;Stuttgarter Str. 32;70469;Stuttgart-Feuerbach
2582;Hofener Str. 126;70372;Stuttgart-Bad Cannstatt
2583;Weilimdorfer Str. 18;70839;Gerlingen
2584;Stuttgarter Str. 66;70736;Fellbach
2585;Pforzheimer Str. 12;75378;Bad Liebenzell
2586;Sinzheimer Str. 79;76532;Baden-Baden
2587;Wildunger Str. 4;70372;Stuttgart-Bad Cannstatt
2588;Rosensteinstr. 55;70191;Stuttgart-Nord
2589;Hillaustr. 4;76593;Gernsbach
2590;Glemseckstr. 65;71229;Leonberg-Eltingen
2591;Großheppacher Str. 70;71384;Weinstadt
2592;Industriestr. 2;71272;Renningen
2593;Alfred-Klingele-Str. 40;73630;Remshalden
2594;Kurt-Gscheidle-Str. 2;75323;Bad Wildbad
2595;Griegstr. 2;70195;Stuttgart-Botnang
2596;Breitscheidstr. 12;70174;Stuttgart-West
2597;Schwabstr. 91;70193;Stuttgart-West
2598;Schwabstr. 91;70182;Stuttgart-West
2599;Merklinger Str. 28;71263;Weil der Stadt
2600;Marktplatz 3;73660;Urbach
2601;Marienstr. 12;70178;Stuttgart-Mitte
2602;Blumenstr. 18-20;70182;Stuttgart-Mitte
2603;Heinkelstr. 13;73614;Schorndorf
2604;Unter dem Birkenkopf 19;70197;Stuttgart-West
2605;Heusteigstr. 41;70180;Stuttgart-Ost
2606;Hauptstätter Str. 111;70178;Stuttgart
2607;Unter den Eichen 1;77836;Rheinmünster-Greffern
2608;Osterwiesenstr. 42;73574;Iggingen-Brainkofen
2609;Heiligenwiesen 35;70329;Stuttgart-Hedelfingen
2610;Bahnhofstr. 6;73655;Plüderhausen
