RS;GEBIET;EINK_JE_EINW;ANTEIL_ARBEITSLOSE;ANTEIL_ARBEITSLOSE_ALTER_15_24;ANTEIL_ARBEITSLOSE_ALTER_55_64;ANTEIL_LANGZEITARBEITSLOSE;ANTEIL_ARBEITSLOSE_AUSLAENDER;ANZAHL_BEANTR_VERFAHREN;ANZAHL_EROEFFNETE_VERFAHREN;ANZAHL_ABGEW_VERFAHREN;ANZAHL_BEANTR_VERFAHREN_MIT_SCHULDPLAN;ANZAHL_BESCHAEFTIGTE;FORDERUNGEN_TSD_EURO;ANTEIL_SIEDLUNG_VERKEHR;ANTEIL_ERHOLUNGSFLAECHE;ANTEIL_LANDWIRTSCHAFTSFLAECHE;ANTEIL_WALDFLAECHE
130580000000;Landkreis Nordwestmecklenburg;16373.0;10.3;10.2;18.9;27.9;2.5;238.0;215.0;13.0;10.0;227.0;35740.0;7.8;1.6;72.3;13.5
130590000000;Landkreis Ostvorpommern;16373.0;13.7;10.2;18.9;27.9;2.5;65.0;63.0;2.0;0.0;109.0;24793.0;8.0;1.0;68.7;17.2
130600000000;Landkreis Parchim;16373.0;10.6;10.2;18.9;27.9;2.5;163.0;151.0;5.0;7.0;146.0;59660.0;6.7;1.2;61.1;25.7
130610000000;Landkreis Rügen;16373.0;11.7;10.2;18.9;27.9;2.5;91.0;80.0;7.0;4.0;68.0;9374.0;8.0;1.3;68.3;17.2
130620000000;Landkreis Uecker-Randow;16373.0;16.3;10.2;18.9;27.9;2.5;208.0;199.0;5.0;4.0;37.0;12316.0;7.0;1.1;49.2;30.2
141000000000;Chemnitz, Regierungsbezirk;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141610000000;Chemnitz, Kreisfreie Stadt;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141660000000;Plauen, Kreisfreie Stadt;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141670000000;Zwickau, Kreisfreie Stadt;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141710000000;Annaberg, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141730000000;Chemnitzer Land, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141770000000;Freiberg, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141780000000;Vogtlandkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141810000000;Mittlerer Erzgebirgskreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141820000000;Mittweida, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141880000000;Stollberg, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141910000000;Aue-Schwarzenberg, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
141930000000;Zwickauer Land, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142000000000;Dresden, Regierungsbezirk;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142620000000;Dresden, Kreisfreie Stadt;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142630000000;Görlitz, Kreisfreie Stadt;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142640000000;Hoyerswerda, Kreisfreie Stadt;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142720000000;Bautzen, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142800000000;Meißen, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142840000000;Niederschlesischer Oberlausitzkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142850000000;Riesa-Großenhain, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142860000000;Löbau-Zittau, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142870000000;Sächsische Schweiz, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142900000000;Weißeritzkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
142920000000;Kamenz, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
143000000000;Leipzig, Regierungsbezirk;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
143650000000;Leipzig, Kreisfreie Stadt;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
143740000000;Delitzsch, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
143750000000;Döbeln, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
143790000000;Leipziger Land, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
143830000000;Muldentalkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
143890000000;Torgau-Oschatz, Landkreis;17265.0;10.6;9.1;22.2;38.5;4.1;;;;;;;12.6;1.2;55.0;27.2
145000000000;Chemnitz, NUTS 2-Region;17224.0;10.6;8.1;26.0;38.1;3.1;2739.0;2315.0;424.0;0.0;2572.0;517757.0;12.9;1.1;55.1;29.2
146000000000;Dresden, NUTS 2-Region;17282.0;10.6;9.2;21.3;38.3;3.8;2142.0;1932.0;203.0;7.0;2125.0;379766.0;11.7;1.0;51.4;30.8
147000000000;Leipzig, NUTS 2-Region;17299.0;10.6;10.3;18.7;39.1;5.7;2883.0;2495.0;373.0;15.0;1077.0;341458.0;14.0;1.9;61.8;16.8
151000000000;Dessau, Stat. Region;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
151010000000;Dessau, Kreisfreie Stadt;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
151510000000;Anhalt-Zerbst, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
151530000000;Bernburg, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
151540000000;Bitterfeld, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
151590000000;Köthen, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
151710000000;Wittenberg, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
152000000000;Halle, Stat. Region;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
152020000000;Halle (Saale), Kreisfreie Stadt;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
152560000000;Burgenlandkreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
152600000000;Mansfelder Land, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
152610000000;Merseburg-Querfurt, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
152650000000;Saalkreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
152660000000;Sangerhausen, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
152680000000;Weißenfels, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153000000000;Magdeburg, Stat. Region;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153030000000;Magdeburg, Kreisfreie Stadt;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153520000000;Aschersleben-Staßfurt, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153550000000;Bördekreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153570000000;Halberstadt, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153580000000;Jerichower Land, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153620000000;Ohrekreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153630000000;Stendal, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153640000000;Quedlinburg, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153670000000;Schönebeck, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153690000000;Wernigerode, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
153700000000;Altmarkkreis Salzwedel, Kreis;16595.0;11.6;9.2;19.8;35.1;2.8;;;;;;;11.0;2.6;61.7;24.5
