AGS_BUND;BUNDESLAND;AGS;GEMEINDE;BEV_INGESAMT;BEV_MAENNLICH;BEV_WEIBLICH;;;;;;
1;Schleswig-Holstein;1054132;Südermarsch;169;91;78;;;;;;
1;Schleswig-Holstein;1054134;Tating;929;456;473;;;;;;
1;Schleswig-Holstein;1054135;Tetenbüll;650;307;343;;;;;;
1;Schleswig-Holstein;1054136;Tinningstedt;242;117;125;;;;;;
1;Schleswig-Holstein;1054138;Tönning, Stadt; 4 900; 2 385; 2 515;;;;;;
1;Schleswig-Holstein;1054140;Tümlauer Koog;113;61;52;;;;;;
1;Schleswig-Holstein;1054141;Uelvesbüll;281;138;143;;;;;;
1;Schleswig-Holstein;1054142;Uphusum;374;185;189;;;;;;
1;Schleswig-Holstein;1054143;Utersum;414;187;227;;;;;;
1;Schleswig-Holstein;1054144;Viöl; 2 059; 1 026; 1 033;;;;;;
1;Schleswig-Holstein;1054145;Vollerwiek;195;101;94;;;;;;
1;Schleswig-Holstein;1054146;Vollstedt;179;89;90;;;;;;
1;Schleswig-Holstein;1054148;Welt;222;105;117;;;;;;
1;Schleswig-Holstein;1054149;Wenningstedt-Braderup (Sylt); 1 402;630;772;;;;;;
1;Schleswig-Holstein;1054150;Westerhever;125;60;65;;;;;;
1;Schleswig-Holstein;1054152;Wester-Ohrstedt; 1 057;528;529;;;;;;
1;Schleswig-Holstein;1054154;Westre;390;184;206;;;;;;
1;Schleswig-Holstein;1054156;Winnert;731;358;373;;;;;;
1;Schleswig-Holstein;1054157;Wisch;113;57;56;;;;;;
1;Schleswig-Holstein;1054158;Witsum;46;22;24;;;;;;
1;Schleswig-Holstein;1054159;Wittbek;808;408;400;;;;;;
1;Schleswig-Holstein;1054160;Wittdün auf Amrum;750;345;405;;;;;;
1;Schleswig-Holstein;1054161;Witzwort; 1 031;513;518;;;;;;
1;Schleswig-Holstein;1054162;Wobbenbüll;462;239;223;;;;;;
1;Schleswig-Holstein;1054163;Wrixum;661;328;333;;;;;;
1;Schleswig-Holstein;1054164;Wyk auf Föhr, Stadt; 4 304; 1 973; 2 331;;;;;;
1;Schleswig-Holstein;1054165;Galmsbüll;647;330;317;;;;;;
1;Schleswig-Holstein;1054166;Emmelsbüll-Horsbüll;959;490;469;;;;;;
1;Schleswig-Holstein;1054167;Enge-Sande; 1 117;560;557;;;;;;
1;Schleswig-Holstein;1054168;Sylt; 13 703; 6 491; 7 212;;;;;;
1;Schleswig-Holstein;1055001;Ahrensbök; 8 345; 4 125; 4 220;;;;;;
1;Schleswig-Holstein;1055002;Altenkrempe; 1 045;518;527;;;;;;
1;Schleswig-Holstein;1055004;Bad Schwartau, Stadt; 19 434; 9 044; 10 390;;;;;;
1;Schleswig-Holstein;1055006;Beschendorf;521;245;276;;;;;;
1;Schleswig-Holstein;1055007;Bosau; 3 461; 1 749; 1 712;;;;;;
1;Schleswig-Holstein;1055010;Dahme; 1 228;579;649;;;;;;
1;Schleswig-Holstein;1055011;Damlos;672;325;347;;;;;;
1;Schleswig-Holstein;1055012;Eutin, Stadt; 16 379; 7 661; 8 718;;;;;;
1;Schleswig-Holstein;1055014;Göhl; 1 160;576;584;;;;;;
1;Schleswig-Holstein;1055015;Gremersdorf; 1 459;756;703;;;;;;
1;Schleswig-Holstein;1055016;Grömitz; 6 906; 3 287; 3 619;;;;;;
1;Schleswig-Holstein;1055017;Großenbrode; 2 053;963; 1 090;;;;;;
1;Schleswig-Holstein;1055018;Grube;997;478;519;;;;;;
1;Schleswig-Holstein;1055020;Harmsdorf;679;338;341;;;;;;
1;Schleswig-Holstein;1055021;Heiligenhafen, Stadt; 9 062; 4 356; 4 706;;;;;;
1;Schleswig-Holstein;1055022;Heringsdorf; 1 121;562;559;;;;;;
1;Schleswig-Holstein;1055023;Kabelhorst;442;197;245;;;;;;
1;Schleswig-Holstein;1055024;Kasseedorf; 1 464;737;727;;;;;;
1;Schleswig-Holstein;1055025;Kellenhusen (Ostsee); 1 039;477;562;;;;;;
1;Schleswig-Holstein;1055027;Lensahn; 5 087; 2 404; 2 683;;;;;;
1;Schleswig-Holstein;1055028;Malente; 10 489; 5 023; 5 466;;;;;;
1;Schleswig-Holstein;1055029;Manhagen;386;195;191;;;;;;
1;Schleswig-Holstein;1055031;Neukirchen; 1 205;609;596;;;;;;
1;Schleswig-Holstein;1055032;Neustadt in Holstein, Stadt; 15 034; 7 116; 7 918;;;;;;
1;Schleswig-Holstein;1055033;Oldenburg in Holstein, Stadt; 9 699; 4 732; 4 967;;;;;;
1;Schleswig-Holstein;1055035;Ratekau; 15 183; 7 344; 7 839;;;;;;
1;Schleswig-Holstein;1055036;Riepsdorf;985;502;483;;;;;;
1;Schleswig-Holstein;1055037;Schashagen; 2 169; 1 101; 1 068;;;;;;
1;Schleswig-Holstein;1055038;Schönwalde am Bungsberg; 2 628; 1 277; 1 351;;;;;;
1;Schleswig-Holstein;1055039;Sierksdorf; 1 529;751;778;;;;;;
1;Schleswig-Holstein;1055040;Stockelsdorf; 16 544; 8 018; 8 526;;;;;;
1;Schleswig-Holstein;1055041;Süsel; 5 332; 2 642; 2 690;;;;;;
1;Schleswig-Holstein;1055042;Timmendorfer Strand; 8 819; 4 113; 4 706;;;;;;
1;Schleswig-Holstein;1055043;Wangels; 2 204; 1 127; 1 077;;;;;;
1;Schleswig-Holstein;1055044;Scharbeutz; 10 758; 5 189; 5 569;;;;;;
1;Schleswig-Holstein;1055046;Fehmarn, Stadt; 12 442; 6 039; 6 403;;;;;;
1;Schleswig-Holstein;1056001;Appen; 4 837; 2 382; 2 455;;;;;;
1;Schleswig-Holstein;1056002;Barmstedt, Stadt; 9 836; 4 800; 5 036;;;;;;
1;Schleswig-Holstein;1056003;Bevern;607;300;307;;;;;;
1;Schleswig-Holstein;1056004;Bilsen;754;375;379;;;;;;
1;Schleswig-Holstein;1056005;Bönningstedt; 4 436; 2 169; 2 267;;;;;;
1;Schleswig-Holstein;1056006;Bokel;630;322;308;;;;;;
1;Schleswig-Holstein;1056008;Bokholt-Hanredder; 1 221;631;590;;;;;;
1;Schleswig-Holstein;1056009;Borstel-Hohenraden; 2 264; 1 123; 1 141;;;;;;
1;Schleswig-Holstein;1056010;Brande-Hörnerkirchen; 1 597;788;809;;;;;;
1;Schleswig-Holstein;1056011;Bullenkuhlen;370;191;179;;;;;;
1;Schleswig-Holstein;1056013;Ellerbek; 4 162; 2 071; 2 091;;;;;;
1;Schleswig-Holstein;1056014;Ellerhoop; 1 446;717;729;;;;;;
1;Schleswig-Holstein;1056015;Elmshorn, Stadt; 47 436; 22 855; 24 581;;;;;;
1;Schleswig-Holstein;1056016;Groß Nordende;714;348;366;;;;;;
1;Schleswig-Holstein;1056017;Groß Offenseth-Aspern;405;237;168;;;;;;
1;Schleswig-Holstein;1056018;Halstenbek; 16 482; 7 948; 8 534;;;;;;
1;Schleswig-Holstein;1056019;Haselau; 1 056;519;537;;;;;;
1;Schleswig-Holstein;1056020;Haseldorf; 1 712;845;867;;;;;;
1;Schleswig-Holstein;1056021;Hasloh; 3 330; 1 623; 1 707;;;;;;
1;Schleswig-Holstein;1056022;Heede;694;352;342;;;;;;
1;Schleswig-Holstein;1056023;Heidgraben; 2 492; 1 266; 1 226;;;;;;
1;Schleswig-Holstein;1056024;Heist; 2 808; 1 424; 1 384;;;;;;
1;Schleswig-Holstein;1056025;Helgoland; 1 372;670;702;;;;;;
1;Schleswig-Holstein;1056026;Hemdingen; 1 651;809;842;;;;;;
1;Schleswig-Holstein;1056027;Hetlingen; 1 311;650;661;;;;;;
1;Schleswig-Holstein;1056028;Holm; 3 080; 1 520; 1 560;;;;;;
1;Schleswig-Holstein;1056029;Klein Nordende; 3 036; 1 510; 1 526;;;;;;
1;Schleswig-Holstein;1056030;Klein Offenseth-Sparrieshoop; 2 868; 1 431; 1 437;;;;;;
1;Schleswig-Holstein;1056031;Kölln-Reisiek; 2 847; 1 377; 1 470;;;;;;
1;Schleswig-Holstein;1056032;Kummerfeld; 2 101; 1 044; 1 057;;;;;;
1;Schleswig-Holstein;1056033;Seester;905;448;457;;;;;;
1;Schleswig-Holstein;1056034;Langeln;532;280;252;;;;;;
1;Schleswig-Holstein;1056035;Lutzhorn;816;414;402;;;;;;
1;Schleswig-Holstein;1056036;Moorrege; 4 082; 2 022; 2 060;;;;;;
1;Schleswig-Holstein;1056037;Neuendeich;529;252;277;;;;;;
1;Schleswig-Holstein;1056038;Osterhorn;393;197;196;;;;;;
1;Schleswig-Holstein;1056039;Pinneberg, Stadt; 41 270; 19 850; 21 420;;;;;;
1;Schleswig-Holstein;1056040;Prisdorf; 2 154; 1 064; 1 090;;;;;;
1;Schleswig-Holstein;1056041;Quickborn, Stadt; 19 843; 9 635; 10 208;;;;;;
1;Schleswig-Holstein;1056042;Raa-Besenbek;536;260;276;;;;;;
1;Schleswig-Holstein;1056043;Rellingen; 13 484; 6 580; 6 904;;;;;;
1;Schleswig-Holstein;1056044;Schenefeld, Stadt; 18 332; 8 894; 9 438;;;;;;
1;Schleswig-Holstein;1056045;Seestermühe;959;478;481;;;;;;
1;Schleswig-Holstein;1056046;Seeth-Ekholt;835;420;415;;;;;;
1;Schleswig-Holstein;1056047;Tangstedt; 2 195; 1 099; 1 096;;;;;;
1;Schleswig-Holstein;1056048;Tornesch, Stadt; 12 609; 6 188; 6 421;;;;;;
1;Schleswig-Holstein;1056049;Uetersen, Stadt; 17 571; 8 540; 9 031;;;;;;
1;Schleswig-Holstein;1056050;Wedel, Stadt; 31 403; 15 076; 16 327;;;;;;
1;Schleswig-Holstein;1056051;Westerhorn; 1 304;638;666;;;;;;
1;Schleswig-Holstein;1057001;Ascheberg (Holstein); 3 107; 1 489; 1 618;;;;;;
1;Schleswig-Holstein;1057002;Barmissen;160;77;83;;;;;;
1;Schleswig-Holstein;1057003;Barsbek;549;285;264;;;;;;
1;Schleswig-Holstein;1057004;Behrensdorf (Ostsee);605;307;298;;;;;;
1;Schleswig-Holstein;1057005;Belau;367;187;180;;;;;;
1;Schleswig-Holstein;1057006;Bendfeld;213;95;118;;;;;;
1;Schleswig-Holstein;1057007;Blekendorf; 1 766;868;898;;;;;;
1;Schleswig-Holstein;1057008;Bönebüttel; 2 022;971; 1 051;;;;;;
1;Schleswig-Holstein;1057009;Bösdorf; 1 329;646;683;;;;;;
1;Schleswig-Holstein;1057010;Boksee;448;225;223;;;;;;
1;Schleswig-Holstein;1057011;Bothkamp;267;134;133;;;;;;
1;Schleswig-Holstein;1057012;Brodersdorf;420;205;215;;;;;;
1;Schleswig-Holstein;1057013;Dannau;651;322;329;;;;;;
1;Schleswig-Holstein;1057015;Dersau;861;418;443;;;;;;
1;Schleswig-Holstein;1057016;Dobersdorf; 1 094;534;560;;;;;;
1;Schleswig-Holstein;1057017;Dörnick;266;122;144;;;;;;
1;Schleswig-Holstein;1057018;Fahren;139;71;68;;;;;;
1;Schleswig-Holstein;1057020;Fiefbergen;567;289;278;;;;;;
1;Schleswig-Holstein;1057021;Giekau; 1 078;540;538;;;;;;
1;Schleswig-Holstein;1057022;Grebin;927;456;471;;;;;;
1;Schleswig-Holstein;1057023;Großbarkau;175;83;92;;;;;;
1;Schleswig-Holstein;1057024;Großharrie;537;270;267;;;;;;
1;Schleswig-Holstein;1057025;Heikendorf; 8 208; 3 805; 4 403;;;;;;
1;Schleswig-Holstein;1057026;Helmstorf;329;166;163;;;;;;
1;Schleswig-Holstein;1057027;Högsdorf;420;210;210;;;;;;
1;Schleswig-Holstein;1057028;Höhndorf;404;197;207;;;;;;
1;Schleswig-Holstein;1057029;Hohenfelde; 1 040;543;497;;;;;;
1;Schleswig-Holstein;1057030;Hohwacht (Ostsee);859;419;440;;;;;;
1;Schleswig-Holstein;1057031;Honigsee;446;215;231;;;;;;
1;Schleswig-Holstein;1057032;Kalübbe;571;288;283;;;;;;
1;Schleswig-Holstein;1057033;Kirchbarkau;734;349;385;;;;;;
1;Schleswig-Holstein;1057034;Kirchnüchel;171;93;78;;;;;;
1;Schleswig-Holstein;1057035;Klamp;726;365;361;;;;;;
1;Schleswig-Holstein;1057037;Klein Barkau;261;127;134;;;;;;
1;Schleswig-Holstein;1057038;Kletkamp;111;57;54;;;;;;
1;Schleswig-Holstein;1057039;Köhn;823;416;407;;;;;;
1;Schleswig-Holstein;1057040;Krokau;449;221;228;;;;;;
1;Schleswig-Holstein;1057041;Krummbek;413;217;196;;;;;;
1;Schleswig-Holstein;1057042;Kühren;660;337;323;;;;;;
1;Schleswig-Holstein;1057043;Laboe; 4 914; 2 347; 2 567;;;;;;
1;Schleswig-Holstein;1057044;Lammershagen;256;127;129;;;;;;
1;Schleswig-Holstein;1057045;Lebrade;600;301;299;;;;;;
1;Schleswig-Holstein;1057046;Lehmkuhlen; 1 372;696;676;;;;;;
1;Schleswig-Holstein;1057047;Löptin;311;150;161;;;;;;
1;Schleswig-Holstein;1057048;Lütjenburg, Stadt; 5 422; 2 603; 2 819;;;;;;
1;Schleswig-Holstein;1057049;Lutterbek;374;191;183;;;;;;
1;Schleswig-Holstein;1057050;Martensrade;968;488;480;;;;;;
1;Schleswig-Holstein;1057051;Mönkeberg; 3 790; 1 799; 1 991;;;;;;
1;Schleswig-Holstein;1057052;Mucheln;572;292;280;;;;;;
1;Schleswig-Holstein;1057053;Nehmten;301;156;145;;;;;;
1;Schleswig-Holstein;1057054;Nettelsee;429;203;226;;;;;;
1;Schleswig-Holstein;1057055;Panker; 1 439;707;732;;;;;;
1;Schleswig-Holstein;1057056;Passade;345;168;177;;;;;;
1;Schleswig-Holstein;1057057;Plön, Stadt; 8 655; 4 095; 4 560;;;;;;
1;Schleswig-Holstein;1057058;Pohnsdorf;461;228;233;;;;;;
1;Schleswig-Holstein;1057059;Postfeld;458;232;226;;;;;;
1;Schleswig-Holstein;1057060;Prasdorf;447;225;222;;;;;;
1;Schleswig-Holstein;1057062;Preetz, Stadt; 15 445; 7 312; 8 133;;;;;;
1;Schleswig-Holstein;1057063;Probsteierhagen; 2 105; 1 057; 1 048;;;;;;
1;Schleswig-Holstein;1057065;Rantzau;337;174;163;;;;;;
1;Schleswig-Holstein;1057066;Rastorf;847;418;429;;;;;;
1;Schleswig-Holstein;1057067;Rathjensdorf;506;256;250;;;;;;
1;Schleswig-Holstein;1057068;Rendswühren;798;390;408;;;;;;
1;Schleswig-Holstein;1057069;Ruhwinkel;956;475;481;;;;;;
1;Schleswig-Holstein;1057070;Schellhorn; 1 530;727;803;;;;;;
1;Schleswig-Holstein;1057071;Schillsdorf;882;428;454;;;;;;
1;Schleswig-Holstein;1057072;Schlesen;505;240;265;;;;;;
1;Schleswig-Holstein;1057073;Schönberg (Holstein); 6 052; 2 858; 3 194;;;;;;
1;Schleswig-Holstein;1057074;Schönkirchen; 6 243; 3 038; 3 205;;;;;;
1;Schleswig-Holstein;1057076;Schwartbuck;808;393;415;;;;;;
1;Schleswig-Holstein;1057077;Selent; 1 344;659;685;;;;;;
1;Schleswig-Holstein;1057078;Stakendorf;460;224;236;;;;;;
1;Schleswig-Holstein;1057079;Stein;816;396;420;;;;;;
1;Schleswig-Holstein;1057080;Stolpe; 1 293;634;659;;;;;;
1;Schleswig-Holstein;1057081;Stoltenberg;310;149;161;;;;;;
1;Schleswig-Holstein;1057082;Tröndel;392;192;200;;;;;;
1;Schleswig-Holstein;1057083;Tasdorf;363;180;183;;;;;;
1;Schleswig-Holstein;1057084;Wahlstorf;498;248;250;;;;;;
1;Schleswig-Holstein;1057085;Wankendorf; 2 905; 1 408; 1 497;;;;;;
1;Schleswig-Holstein;1057086;Warnau;364;178;186;;;;;;
1;Schleswig-Holstein;1057087;Wendtorf; 1 027;523;504;;;;;;
1;Schleswig-Holstein;1057088;Wisch;692;346;346;;;;;;
1;Schleswig-Holstein;1057089;Wittmoldt;173;83;90;;;;;;
1;Schleswig-Holstein;1057090;Fargau-Pratjau;763;390;373;;;;;;
1;Schleswig-Holstein;1057091;Schwentinental, Stadt; 13 511; 6 494; 7 017;;;;;;
1;Schleswig-Holstein;1058001;Achterwehr;971;494;477;;;;;;
1;Schleswig-Holstein;1058003;Alt Duvenstedt; 1 854;942;912;;;;;;
1;Schleswig-Holstein;1058004;Altenhof;301;164;137;;;;;;
1;Schleswig-Holstein;1058005;Altenholz; 9 835; 4 775; 5 060;;;;;;
1;Schleswig-Holstein;1058007;Arpsdorf;274;147;127;;;;;;
1;Schleswig-Holstein;1058008;Ascheffel; 1 005;512;493;;;;;;
1;Schleswig-Holstein;1058009;Aukrug; 3 744; 1 812; 1 932;;;;;;
1;Schleswig-Holstein;1058010;Bargstall;142;72;70;;;;;;
1;Schleswig-Holstein;1058011;Bargstedt;717;357;360;;;;;;
1;Schleswig-Holstein;1058012;Barkelsby; 1 455;724;731;;;;;;
1;Schleswig-Holstein;1058013;Beldorf;291;143;148;;;;;;
1;Schleswig-Holstein;1058014;Bendorf;462;227;235;;;;;;
1;Schleswig-Holstein;1058015;Beringstedt;720;374;346;;;;;;
1;Schleswig-Holstein;1058016;Bissee;176;84;92;;;;;;
1;Schleswig-Holstein;1058018;Blumenthal;700;355;345;;;;;;
1;Schleswig-Holstein;1058019;Böhnhusen;313;150;163;;;;;;
1;Schleswig-Holstein;1058021;Bokel;669;338;331;;;;;;
1;Schleswig-Holstein;1058022;Bordesholm; 7 494; 3 637; 3 857;;;;;;
1;Schleswig-Holstein;1058023;Borgdorf-Seedorf;397;187;210;;;;;;
1;Schleswig-Holstein;1058024;Borgstedt; 1 346;645;701;;;;;;
1;Schleswig-Holstein;1058025;Bornholt;173;93;80;;;;;;
1;Schleswig-Holstein;1058026;Bovenau; 1 101;545;556;;;;;;
1;Schleswig-Holstein;1058027;Brammer;397;195;202;;;;;;
1;Schleswig-Holstein;1058028;Bredenbek; 1 390;675;715;;;;;;
1;Schleswig-Holstein;1058029;Breiholz; 1 399;708;691;;;;;;
1;Schleswig-Holstein;1058030;Brekendorf;996;518;478;;;;;;
1;Schleswig-Holstein;1058031;Brinjahe;126;63;63;;;;;;
1;Schleswig-Holstein;1058032;Brodersby;703;355;348;;;;;;
1;Schleswig-Holstein;1058033;Brügge; 1 024;527;497;;;;;;
1;Schleswig-Holstein;1058034;Büdelsdorf, Stadt; 10 031; 4 818; 5 213;;;;;;
1;Schleswig-Holstein;1058035;Bünsdorf;640;318;322;;;;;;
1;Schleswig-Holstein;1058036;Christiansholm;229;122;107;;;;;;
1;Schleswig-Holstein;1058037;Dänischenhagen; 3 942; 1 949; 1 993;;;;;;
1;Schleswig-Holstein;1058038;Dätgen;536;265;271;;;;;;
1;Schleswig-Holstein;1058039;Damendorf;417;207;210;;;;;;
1;Schleswig-Holstein;1058040;Damp; 1 455;686;769;;;;;;
1;Schleswig-Holstein;1058042;Dörphof;705;354;351;;;;;;
1;Schleswig-Holstein;1058043;Eckernförde, Stadt; 21 836; 10 461; 11 375;;;;;;
1;Schleswig-Holstein;1058044;Ehndorf;663;342;321;;;;;;
1;Schleswig-Holstein;1058045;Eisendorf;291;144;147;;;;;;
1;Schleswig-Holstein;1058046;Ellerdorf;512;263;249;;;;;;
1;Schleswig-Holstein;1058047;Elsdorf-Westermühlen; 1 677;843;834;;;;;;
1;Schleswig-Holstein;1058048;Embühren;231;112;119;;;;;;
1;Schleswig-Holstein;1058049;Emkendorf; 1 416;741;675;;;;;;
1;Schleswig-Holstein;1058050;Felde; 2 072; 1 028; 1 044;;;;;;
1;Schleswig-Holstein;1058051;Felm; 1 105;539;566;;;;;;
1;Schleswig-Holstein;1058052;Fleckeby; 2 108; 1 010; 1 098;;;;;;
1;Schleswig-Holstein;1058053;Flintbek; 7 372; 3 571; 3 801;;;;;;
1;Schleswig-Holstein;1058054;Fockbek; 6 300; 2 993; 3 307;;;;;;
1;Schleswig-Holstein;1058055;Friedrichsgraben;61;33;28;;;;;;
1;Schleswig-Holstein;1058056;Friedrichsholm;425;213;212;;;;;;
1;Schleswig-Holstein;1058057;Gammelby;544;272;272;;;;;;
1;Schleswig-Holstein;1058058;Gettorf; 6 994; 3 453; 3 541;;;;;;
1;Schleswig-Holstein;1058059;Gnutz; 1 197;614;583;;;;;;
1;Schleswig-Holstein;1058061;Gokels;600;283;317;;;;;;
1;Schleswig-Holstein;1058062;Grauel;252;121;131;;;;;;
1;Schleswig-Holstein;1058063;Grevenkrug;225;118;107;;;;;;
1;Schleswig-Holstein;1058064;Groß Buchwald;354;179;175;;;;;;
1;Schleswig-Holstein;1058065;Groß Vollstedt;960;484;476;;;;;;
1;Schleswig-Holstein;1058066;Groß Wittensee; 1 150;592;558;;;;;;
1;Schleswig-Holstein;1058067;Güby;725;361;364;;;;;;
1;Schleswig-Holstein;1058068;Haale;533;277;256;;;;;;
1;Schleswig-Holstein;1058069;Haby;535;275;260;;;;;;
1;Schleswig-Holstein;1058070;Hamdorf; 1 253;635;618;;;;;;
1;Schleswig-Holstein;1058071;Hamweddel;472;241;231;;;;;;
1;Schleswig-Holstein;1058072;Hanerau-Hademarschen; 3 036; 1 484; 1 552;;;;;;
1;Schleswig-Holstein;1058073;Haßmoor;274;139;135;;;;;;
1;Schleswig-Holstein;1058074;Heinkenborstel;137;68;69;;;;;;
1;Schleswig-Holstein;1058075;Hörsten;54;24;30;;;;;;
1;Schleswig-Holstein;1058076;Hoffeld;149;73;76;;;;;;
1;Schleswig-Holstein;1058077;Hohenwestedt; 5 047; 2 427; 2 620;;;;;;
1;Schleswig-Holstein;1058078;Hohn; 2 440; 1 232; 1 208;;;;;;
1;Schleswig-Holstein;1058080;Holtsee; 1 261;636;625;;;;;;
1;Schleswig-Holstein;1058081;Holzbunge;342;171;171;;;;;;
1;Schleswig-Holstein;1058082;Holzdorf;869;449;420;;;;;;
1;Schleswig-Holstein;1058083;Hütten;205;105;100;;;;;;
1;Schleswig-Holstein;1058084;Hummelfeld;287;132;155;;;;;;
1;Schleswig-Holstein;1058085;Jahrsdorf;267;133;134;;;;;;
1;Schleswig-Holstein;1058086;Jevenstedt; 3 245; 1 614; 1 631;;;;;;
1;Schleswig-Holstein;1058087;Karby;592;281;311;;;;;;
1;Schleswig-Holstein;1058088;Klein Wittensee;196;94;102;;;;;;
1;Schleswig-Holstein;1058089;Königshügel;161;77;84;;;;;;
1;Schleswig-Holstein;1058090;Kosel; 1 414;696;718;;;;;;
1;Schleswig-Holstein;1058091;Krogaspe;443;238;205;;;;;;
1;Schleswig-Holstein;1058092;Kronshagen; 11 785; 5 516; 6 269;;;;;;
1;Schleswig-Holstein;1058093;Krummwisch;673;354;319;;;;;;
1;Schleswig-Holstein;1058094;Langwedel; 1 502;757;745;;;;;;
1;Schleswig-Holstein;1058096;Lindau; 1 258;653;605;;;;;;
1;Schleswig-Holstein;1058097;Lohe-Föhrden;500;276;224;;;;;;
1;Schleswig-Holstein;1058098;Loop;179;89;90;;;;;;
1;Schleswig-Holstein;1058099;Loose;751;380;371;;;;;;
1;Schleswig-Holstein;1058100;Lütjenwestedt;576;293;283;;;;;;
1;Schleswig-Holstein;1058101;Luhnstedt;428;209;219;;;;;;
1;Schleswig-Holstein;1058102;Goosefeld;749;378;371;;;;;;
1;Schleswig-Holstein;1058103;Meezen;360;179;181;;;;;;
1;Schleswig-Holstein;1058104;Melsdorf; 1 723;860;863;;;;;;
1;Schleswig-Holstein;1058105;Mielkendorf; 1 363;673;690;;;;;;
1;Schleswig-Holstein;1058106;Mörel;248;133;115;;;;;;
1;Schleswig-Holstein;1058107;Molfsee; 4 764; 2 263; 2 501;;;;;;
1;Schleswig-Holstein;1058108;Mühbrook;536;263;273;;;;;;
1;Schleswig-Holstein;1058109;Negenharrie;353;173;180;;;;;;
1;Schleswig-Holstein;1058110;Neudorf-Bornstein; 1 047;507;540;;;;;;
1;Schleswig-Holstein;1058111;Neu Duvenstedt;120;58;62;;;;;;
1;Schleswig-Holstein;1058112;Neuwittenbek; 1 184;581;603;;;;;;
1;Schleswig-Holstein;1058113;Nienborstel;593;312;281;;;;;;
1;Schleswig-Holstein;1058115;Nindorf;621;313;308;;;;;;
1;Schleswig-Holstein;1058116;Noer;858;429;429;;;;;;
1;Schleswig-Holstein;1058117;Nortorf, Stadt; 6 626; 3 223; 3 403;;;;;;
1;Schleswig-Holstein;1058118;Nübbel; 1 557;809;748;;;;;;
1;Schleswig-Holstein;1058119;Oldenbüttel;284;151;133;;;;;;
1;Schleswig-Holstein;1058120;Oldenhütten;152;74;78;;;;;;
1;Schleswig-Holstein;1058121;Osdorf; 2 369; 1 178; 1 191;;;;;;
1;Schleswig-Holstein;1058122;Ostenfeld (Rendsburg);549;283;266;;;;;;
1;Schleswig-Holstein;1058123;Osterby;924;460;464;;;;;;
1;Schleswig-Holstein;1058124;Osterrönfeld; 5 150; 2 559; 2 591;;;;;;
1;Schleswig-Holstein;1058125;Osterstedt;643;321;322;;;;;;
1;Schleswig-Holstein;1058126;Ottendorf;866;401;465;;;;;;
1;Schleswig-Holstein;1058127;Owschlag; 3 624; 1 823; 1 801;;;;;;
1;Schleswig-Holstein;1058128;Padenstedt; 1 558;764;794;;;;;;
1;Schleswig-Holstein;1058129;Prinzenmoor;195;99;96;;;;;;
1;Schleswig-Holstein;1058130;Quarnbek; 1 757;847;910;;;;;;
1;Schleswig-Holstein;1058131;Rade b. Hohenwestedt;86;46;40;;;;;;
1;Schleswig-Holstein;1058132;Rade b. Rendsburg;219;110;109;;;;;;
1;Schleswig-Holstein;1058133;Reesdorf;149;75;74;;;;;;
1;Schleswig-Holstein;1058134;Remmels;432;213;219;;;;;;
1;Schleswig-Holstein;1058135;Rendsburg, Stadt; 27 519; 13 295; 14 224;;;;;;
1;Schleswig-Holstein;1058136;Rickert; 1 099;534;565;;;;;;
1;Schleswig-Holstein;1058137;Rieseby; 2 625; 1 275; 1 350;;;;;;
1;Schleswig-Holstein;1058138;Rodenbek;490;228;262;;;;;;
1;Schleswig-Holstein;1058139;Rumohr;808;408;400;;;;;;
1;Schleswig-Holstein;1058140;Schacht-Audorf; 4 487; 2 177; 2 310;;;;;;
1;Schleswig-Holstein;1058141;Schierensee;403;200;203;;;;;;
1;Schleswig-Holstein;1058142;Schinkel; 1 014;519;495;;;;;;
1;Schleswig-Holstein;1058143;Schmalstede;262;141;121;;;;;;
1;Schleswig-Holstein;1058144;Schönbek;186;92;94;;;;;;
1;Schleswig-Holstein;1058145;Schönhorst;333;161;172;;;;;;
1;Schleswig-Holstein;1058146;Schülldorf;667;340;327;;;;;;
1;Schleswig-Holstein;1058147;Schülp b. Nortorf;777;376;401;;;;;;
1;Schleswig-Holstein;1058148;Schülp b. Rendsburg; 1 128;545;583;;;;;;
1;Schleswig-Holstein;1058150;Schwedeneck; 2 888; 1 451; 1 437;;;;;;
1;Schleswig-Holstein;1058151;Seefeld;376;183;193;;;;;;
1;Schleswig-Holstein;1058152;Sehestedt;832;405;427;;;;;;
1;Schleswig-Holstein;1058153;Sören;189;86;103;;;;;;
1;Schleswig-Holstein;1058154;Sophienhamm;343;160;183;;;;;;
1;Schleswig-Holstein;1058155;Stafstedt;345;173;172;;;;;;
1;Schleswig-Holstein;1058156;Steenfeld;387;208;179;;;;;;
1;Schleswig-Holstein;1058157;Strande; 1 530;724;806;;;;;;
1;Schleswig-Holstein;1058158;Tackesdorf;72;38;34;;;;;;
1;Schleswig-Holstein;1058159;Tappendorf;340;180;160;;;;;;
1;Schleswig-Holstein;1058160;Techelsdorf;149;79;70;;;;;;
1;Schleswig-Holstein;1058161;Thaden;265;137;128;;;;;;
1;Schleswig-Holstein;1058162;Thumby;462;236;226;;;;;;
1;Schleswig-Holstein;1058163;Timmaspe; 1 104;537;567;;;;;;
1;Schleswig-Holstein;1058164;Todenbüttel; 1 025;519;506;;;;;;
